transaction_id,customer_id,merchant_id,amount,timestamp,payment_method,merchant_category,customer_account_age_days,is_new_device,ip_risk_score,location,distance_from_usual_location,failed_attempts_last_24h,transactions_last_1h,transactions_last_24h,avg_transaction_amount,transaction_amount_deviation,previous_chargebacks,previous_fraud_flags,merchant_risk_score,account_velocity,hour_of_day,day_of_week,label
TXN-0019121,3120,270,857.71,2025-07-19 04:00:00,UPI,Grocery,2311,0,0.371,Chennai,5.39,0,1,5,681.01,1.259,0,0,0.4043,0.2,4,5,0
TXN-0019122,3376,270,1418.18,2025-07-19 04:15:00,CARD,Gaming,2465,0,0.1894,Hyderabad,23.11,0,0,4,2099.87,0.675,0,0,0.241,0.0,4,5,0
TXN-0019123,1066,132,3292.88,2025-07-19 04:30:00,UPI,Grocery,286,0,0.2353,Pune,2.08,0,2,7,2088.99,1.576,0,0,0.1661,0.2857,4,5,0
TXN-0019124,701,119,4799.2,2025-07-19 04:45:00,NETBANKING,Electronics,536,0,0.2443,Bengaluru,11.27,0,2,7,4306.86,1.114,0,1,0.2849,0.2857,4,5,0
TXN-0019125,2670,219,1069.71,2025-07-19 05:00:00,CARD,Gaming,2051,0,0.4263,Delhi,3.47,0,3,9,672.59,1.59,0,0,0.2705,0.3333,5,5,0
TXN-0019126,287,301,3514.57,2025-07-19 05:15:00,NETBANKING,Electronics,1708,1,0.05,Pune,26.67,0,2,4,4273.17,0.822,0,0,0.1209,0.5,5,5,0
TXN-0019127,2272,403,733.55,2025-07-19 05:30:00,CARD,Grocery,121,0,0.5672,Pune,9.98,0,0,6,1928.09,0.38,0,1,0.226,0.0,5,5,0
TXN-0019128,3127,421,500.22,2025-07-19 05:45:00,NETBANKING,Fashion,266,0,0.1255,Mumbai,12.72,1,2,6,2325.16,0.215,1,0,0.1957,0.3333,5,5,0
TXN-0019129,4105,11,1932.17,2025-07-19 06:00:00,UPI,Electronics,608,0,0.4132,Hyderabad,9.73,1,1,2,1294.0,1.493,0,0,0.1527,0.5,6,5,0
TXN-0019130,3267,329,1446.65,2025-07-19 06:15:00,NETBANKING,Fashion,1826,0,0.2048,Mumbai,1.82,0,1,4,1006.83,1.437,0,0,0.3084,0.25,6,5,0
TXN-0019131,4974,309,7991.04,2025-07-19 06:30:00,NETBANKING,Grocery,634,0,0.014,Pune,12.92,1,2,8,822.63,9.714,0,0,0.3361,0.25,6,5,0
TXN-0019132,2784,24,15123.31,2025-07-19 06:45:00,UPI,Grocery,1102,0,0.0721,Hyderabad,0.91,2,1,8,1398.39,10.815,0,1,0.1568,0.125,6,5,1
TXN-0019133,2231,418,979.45,2025-07-19 07:00:00,UPI,Grocery,2140,0,0.1159,Chennai,0.98,0,0,5,2409.72,0.406,0,0,0.0395,0.0,7,5,0
TXN-0019134,1229,298,294.13,2025-07-19 07:15:00,UPI,Fashion,855,0,0.1794,Delhi,1.03,1,0,4,472.81,0.622,1,0,0.3078,0.0,7,5,0
TXN-0019135,3366,360,458.69,2025-07-19 07:30:00,UPI,Grocery,1358,0,0.1258,Chennai,8.7,1,1,6,3206.84,0.143,0,0,0.2347,0.1667,7,5,0
TXN-0019136,4054,331,780.43,2025-07-19 07:45:00,UPI,Grocery,1266,0,0.3325,Bengaluru,3.01,1,1,4,4767.2,0.164,0,0,0.1714,0.25,7,5,0
TXN-0019137,1605,168,2214.64,2025-07-19 08:00:00,CARD,Gaming,1388,0,0.2011,Mumbai,2.05,0,1,2,905.06,2.447,2,1,0.2503,0.5,8,5,0
TXN-0019138,379,101,1386.24,2025-07-19 08:15:00,CARD,Healthcare,2047,0,0.2828,Pune,3.64,1,0,4,3512.17,0.395,0,0,0.2432,0.0,8,5,0
TXN-0019139,53,189,511.34,2025-07-19 08:30:00,UPI,Grocery,2298,1,0.1052,Chennai,5.3,1,1,5,1610.37,0.318,0,0,0.0239,0.2,8,5,0
TXN-0019140,3162,382,10739.46,2025-07-19 08:45:00,UPI,Fashion,2096,0,0.1456,Delhi,4.7,1,3,4,1444.49,7.435,0,0,0.0518,0.75,8,5,0
TXN-0019141,3316,319,3492.6,2025-07-19 09:00:00,UPI,Grocery,1419,1,0.2892,Delhi,13.53,0,0,5,838.1,4.167,0,0,0.1471,0.0,9,5,0
TXN-0019142,603,314,10452.13,2025-07-19 09:15:00,UPI,Healthcare,885,0,0.2396,Mumbai,4.45,0,0,5,1226.44,8.522,0,0,0.1632,0.0,9,5,0
TXN-0019143,114,66,297.21,2025-07-19 09:30:00,WALLET,Healthcare,2238,0,0.0945,Delhi,0.87,1,0,3,1043.57,0.285,0,0,0.3113,0.0,9,5,0
TXN-0019144,3273,5,6426.72,2025-07-19 09:45:00,UPI,Fashion,1583,0,0.0501,Pune,14.27,0,1,4,473.53,13.572,0,0,0.1187,0.25,9,5,1
TXN-0019145,1989,334,1550.78,2025-07-19 10:00:00,NETBANKING,Grocery,1786,0,0.1544,Delhi,13.82,0,3,5,4228.23,0.367,1,0,0.0512,0.6,10,5,0
TXN-0019146,2089,476,1216.47,2025-07-19 10:15:00,UPI,Travel,810,0,0.13,Delhi,45.51,0,4,13,968.99,1.255,0,0,0.1921,0.3077,10,5,0
TXN-0019147,1313,180,1844.33,2025-07-19 10:30:00,CARD,Electronics,2376,0,0.0926,Mumbai,7.96,0,0,4,3351.61,0.55,0,0,0.3659,0.0,10,5,0
TXN-0019148,3591,223,894.3,2025-07-19 10:45:00,WALLET,Electronics,1132,0,0.2074,Pune,2.63,0,0,6,1368.12,0.654,0,0,0.1494,0.0,10,5,0
TXN-0019149,3724,479,1560.17,2025-07-19 11:00:00,UPI,Grocery,659,0,0.346,Mumbai,3.29,0,0,5,2586.58,0.603,0,0,0.2172,0.0,11,5,0
TXN-0019150,261,117,4637.66,2025-07-19 11:15:00,UPI,Fashion,1642,0,0.1092,Chennai,11.77,0,1,7,3567.39,1.3,0,0,0.3046,0.1429,11,5,0
TXN-0019151,446,261,252.78,2025-07-19 11:30:00,WALLET,Grocery,618,0,0.3965,Chennai,12.69,0,0,4,1269.52,0.199,1,0,0.2991,0.0,11,5,0
TXN-0019152,2776,44,8045.39,2025-07-19 11:45:00,CARD,Gaming,642,0,0.0623,Chennai,3.72,1,4,12,374.31,21.494,0,0,0.2153,0.3333,11,5,1
TXN-0019153,3016,132,2664.93,2025-07-19 12:00:00,CARD,Fashion,863,0,0.527,Bengaluru,0.16,1,0,5,1198.99,2.223,0,0,0.3989,0.0,12,5,0
TXN-0019154,725,188,1612.15,2025-07-19 12:15:00,CARD,Gaming,815,0,0.3699,Delhi,6.68,0,2,10,3010.49,0.536,1,1,0.0637,0.2,12,5,0
TXN-0019155,791,343,4587.8,2025-07-19 12:30:00,CARD,Healthcare,278,0,0.3159,Hyderabad,14.8,1,3,10,1872.89,2.45,0,0,0.4721,0.3,12,5,0
TXN-0019156,3412,154,2589.85,2025-07-19 12:45:00,UPI,Gaming,418,0,0.0358,Delhi,6.73,0,2,6,3296.23,0.786,0,0,0.1181,0.3333,12,5,0
TXN-0019157,2274,231,1113.91,2025-07-19 13:00:00,UPI,Fashion,2116,0,0.2474,Hyderabad,3.58,0,1,6,2365.65,0.471,0,0,0.1185,0.1667,13,5,0
TXN-0019158,600,149,831.05,2025-07-19 13:15:00,WALLET,Electronics,1505,0,0.0062,Delhi,18.91,0,0,2,2509.43,0.331,0,0,0.3717,0.0,13,5,0
TXN-0019159,3048,71,8063.41,2025-07-19 13:30:00,NETBANKING,Electronics,535,1,0.4519,Bengaluru,15.32,0,2,9,937.73,8.599,0,1,0.2042,0.2222,13,5,0
TXN-0019160,368,397,410.15,2025-07-19 13:45:00,NETBANKING,Electronics,2114,1,0.0931,Pune,31.32,0,0,6,960.14,0.427,0,1,0.4166,0.0,13,5,0
TXN-0019161,1154,337,1478.28,2025-07-19 14:00:00,UPI,Electronics,49,0,0.3489,Hyderabad,1.07,0,0,4,1937.71,0.763,0,0,0.2604,0.0,14,5,0
TXN-0019162,3566,323,439.27,2025-07-19 14:15:00,CARD,Electronics,2295,0,0.0613,Delhi,0.1,0,0,3,1356.27,0.324,0,0,0.3934,0.0,14,5,0
TXN-0019163,1112,292,2931.68,2025-07-19 14:30:00,UPI,Healthcare,1880,0,0.0118,Pune,17.44,0,2,6,1336.55,2.193,0,0,0.1977,0.3333,14,5,0
TXN-0019164,318,67,1633.53,2025-07-19 14:45:00,UPI,Travel,2356,0,0.1711,Bengaluru,2.67,0,0,6,1260.7,1.296,0,0,0.1619,0.0,14,5,0
TXN-0019165,4800,258,515.96,2025-07-19 15:00:00,CARD,Healthcare,1187,0,0.3086,Hyderabad,3.96,0,0,3,1445.01,0.357,0,0,0.5272,0.0,15,5,0
TXN-0019166,1123,355,754.87,2025-07-19 15:15:00,NETBANKING,Gaming,1949,0,0.3757,Hyderabad,1.61,0,2,8,753.71,1.002,0,0,0.0411,0.25,15,5,0
TXN-0019167,2575,248,1881.74,2025-07-19 15:30:00,UPI,Gaming,745,0,0.1339,Bengaluru,4.21,0,2,7,2575.03,0.731,0,0,0.2039,0.2857,15,5,0
TXN-0019168,4124,362,2393.75,2025-07-19 15:45:00,WALLET,Grocery,1185,0,0.2888,Mumbai,4.88,0,2,7,585.78,4.086,0,2,0.3648,0.2857,15,5,0
TXN-0019169,4950,165,259.4,2025-07-19 16:00:00,UPI,Grocery,2380,0,0.2458,Bengaluru,10.31,0,2,6,871.54,0.298,1,0,0.2086,0.3333,16,5,0
TXN-0019170,4049,258,889.02,2025-07-19 16:15:00,UPI,Fashion,2032,0,0.0435,Chennai,16.88,0,0,10,1739.9,0.511,1,0,0.085,0.0,16,5,0
TXN-0019171,1699,191,2113.28,2025-07-19 16:30:00,UPI,Electronics,1252,0,0.2626,Hyderabad,3.13,0,4,12,1105.66,1.911,1,0,0.5016,0.3333,16,5,0
TXN-0019172,4271,498,6035.21,2025-07-19 16:45:00,UPI,Gaming,643,0,0.1961,Pune,1.92,1,2,8,1431.28,4.217,0,0,0.058,0.25,16,5,0
TXN-0019173,64,90,4166.38,2025-07-19 17:00:00,CARD,Grocery,1223,0,0.3761,Mumbai,5.19,0,1,5,5614.33,0.742,0,0,0.1851,0.2,17,5,0
TXN-0019174,1631,142,1142.05,2025-07-19 17:15:00,UPI,Grocery,1279,0,0.0234,Pune,22.71,1,0,6,4289.04,0.266,0,0,0.4883,0.0,17,5,0
TXN-0019175,998,341,4888.48,2025-07-19 17:30:00,UPI,Gaming,1633,0,0.2648,Bengaluru,1.62,0,0,2,1301.03,3.757,0,0,0.3053,0.0,17,5,0
TXN-0019176,2641,30,1313.53,2025-07-19 17:45:00,NETBANKING,Gaming,2296,0,0.4508,Mumbai,0.47,1,1,6,3119.11,0.421,0,0,0.1832,0.1667,17,5,0
TXN-0019177,4459,257,79.29,2025-07-19 18:00:00,UPI,Fashion,223,0,0.4693,Mumbai,6.55,0,3,8,6081.79,0.013,0,0,0.1714,0.375,18,5,0
TXN-0019178,3867,15,7603.91,2025-07-19 18:15:00,CARD,Fashion,1447,0,0.3485,Hyderabad,9.92,1,1,12,2053.65,3.703,0,1,0.252,0.0833,18,5,0
TXN-0019179,4992,264,2844.65,2025-07-19 18:30:00,UPI,Gaming,908,0,0.1815,Bengaluru,28.98,0,2,15,926.31,3.071,0,1,0.3347,0.1333,18,5,0
TXN-0019180,685,161,2172.42,2025-07-19 18:45:00,CARD,Healthcare,1529,0,0.3987,Pune,11.09,0,1,2,1851.1,1.174,0,1,0.0757,0.5,18,5,0
TXN-0019181,3761,95,1814.87,2025-07-19 19:00:00,UPI,Grocery,567,0,0.032,Mumbai,5.82,0,2,4,3819.01,0.475,1,0,0.2821,0.5,19,5,0
TXN-0019182,3622,249,2436.36,2025-07-19 19:15:00,CARD,Fashion,1555,1,0.0706,Chennai,5.01,0,2,9,1590.97,1.531,0,0,0.1281,0.2222,19,5,0
TXN-0019183,2283,166,1813.2,2025-07-19 19:30:00,NETBANKING,Fashion,172,0,0.2281,Hyderabad,5.83,0,0,1,1960.74,0.925,0,0,0.5227,0.0,19,5,0
TXN-0019184,488,40,1348.07,2025-07-19 19:45:00,CARD,Electronics,2010,1,0.1366,Mumbai,0.39,0,2,3,1781.66,0.757,0,0,0.4421,0.6667,19,5,1
TXN-0019185,523,267,936.77,2025-07-19 20:00:00,CARD,Fashion,916,0,0.3972,Hyderabad,1.17,0,1,3,1404.95,0.667,0,1,0.092,0.3333,20,5,0
TXN-0019186,4567,283,1943.98,2025-07-19 20:15:00,UPI,Electronics,214,0,0.3097,Bengaluru,11.13,1,4,7,2649.42,0.734,0,0,0.1048,0.5714,20,5,0
TXN-0019187,1477,331,745.66,2025-07-19 20:30:00,UPI,Travel,1455,0,0.1832,Bengaluru,0.94,1,5,10,840.73,0.887,0,0,0.2315,0.5,20,5,0
TXN-0019188,3187,451,574.25,2025-07-19 20:45:00,UPI,Healthcare,937,0,0.2904,Hyderabad,1.49,0,0,6,2260.91,0.254,0,0,0.1396,0.0,20,5,0
TXN-0019189,4728,352,2357.47,2025-07-19 21:00:00,UPI,Grocery,2298,0,0.0938,Bengaluru,2.19,0,2,6,662.8,3.557,0,0,0.2514,0.3333,21,5,0
TXN-0019190,2467,399,4796.0,2025-07-19 21:15:00,NETBANKING,Travel,2341,0,0.4421,Mumbai,2.38,1,0,5,808.85,5.929,1,0,0.6319,0.0,21,5,1
TXN-0019191,1050,325,811.88,2025-07-19 21:30:00,CARD,Gaming,1597,0,0.1182,Pune,4.88,0,0,4,1579.28,0.514,0,1,0.2183,0.0,21,5,0
TXN-0019192,2424,337,966.13,2025-07-19 21:45:00,CARD,Grocery,2412,0,0.1641,Hyderabad,13.47,0,0,8,3484.18,0.277,1,0,0.1077,0.0,21,5,0
TXN-0019193,1148,397,330.2,2025-07-19 22:00:00,CARD,Fashion,281,0,0.0839,Pune,3.07,0,1,4,3002.87,0.11,0,0,0.3832,0.25,22,5,0
TXN-0019194,907,331,482.69,2025-07-19 22:15:00,NETBANKING,Gaming,1399,1,0.1023,Pune,14.92,0,3,7,1314.27,0.367,0,0,0.0524,0.4286,22,5,0
TXN-0019195,4055,252,501.28,2025-07-19 22:30:00,CARD,Grocery,1956,0,0.084,Chennai,20.96,0,1,10,4697.98,0.107,0,0,0.3532,0.1,22,5,0
TXN-0019196,1730,366,4768.6,2025-07-19 22:45:00,UPI,Fashion,753,0,0.1332,Pune,5.32,1,2,7,2837.56,1.681,0,0,0.2854,0.2857,22,5,0
TXN-0019197,3425,483,317.09,2025-07-19 23:00:00,UPI,Electronics,1129,0,0.0604,Pune,0.04,0,1,4,1886.59,0.168,0,0,0.0931,0.25,23,5,0
TXN-0019198,3636,248,2848.99,2025-07-19 23:15:00,UPI,Electronics,2129,0,0.1024,Chennai,6.98,0,1,5,1537.17,1.853,0,0,0.0539,0.2,23,5,0
TXN-0019199,2748,114,1380.69,2025-07-19 23:30:00,CARD,Electronics,2216,0,0.0886,Delhi,3.6,0,0,2,1979.95,0.697,0,1,0.5867,0.0,23,5,0
TXN-0019200,2705,201,3297.25,2025-07-19 23:45:00,NETBANKING,Electronics,2227,0,0.0164,Mumbai,0.08,0,0,4,885.18,3.725,0,0,0.1252,0.0,23,5,0
TXN-0019201,903,8,5777.5,2025-07-20 00:00:00,CARD,Travel,1801,0,0.2082,Pune,4.28,0,2,5,1287.48,4.487,0,0,0.1731,0.4,0,6,1
TXN-0019202,2647,154,1746.91,2025-07-20 00:15:00,CARD,Grocery,746,0,0.2764,Bengaluru,12.75,0,0,7,1390.38,1.256,0,2,0.4623,0.0,0,6,0
TXN-0019203,3758,444,5593.02,2025-07-20 00:30:00,UPI,Healthcare,334,0,0.0644,Delhi,2.88,2,1,3,926.54,6.036,0,0,0.0058,0.3333,0,6,0
TXN-0019204,977,50,8479.41,2025-07-20 00:45:00,WALLET,Fashion,1836,0,0.2244,Pune,1.63,0,1,7,1908.6,4.443,0,0,0.5653,0.1429,0,6,0
TXN-0019205,1161,445,6918.04,2025-07-20 01:00:00,UPI,Electronics,112,0,0.0521,Pune,8.18,0,2,5,1216.77,5.686,0,0,0.0297,0.4,1,6,1
TXN-0019206,3452,282,919.06,2025-07-20 01:15:00,CARD,Healthcare,2378,0,0.0913,Chennai,4.8,1,1,7,1223.61,0.751,0,0,0.2913,0.1429,1,6,0
TXN-0019207,4909,160,251.16,2025-07-20 01:30:00,UPI,Travel,542,1,0.2344,Chennai,11.69,1,0,6,1821.38,0.138,0,0,0.2194,0.0,1,6,0
TXN-0019208,1961,237,1588.74,2025-07-20 01:45:00,NETBANKING,Grocery,1083,0,0.3208,Bengaluru,2.87,0,0,10,1147.86,1.384,0,0,0.0987,0.0,1,6,0
TXN-0019209,4142,440,2151.52,2025-07-20 02:00:00,UPI,Gaming,2497,0,0.4898,Pune,4.89,0,0,5,5887.01,0.365,0,0,0.3146,0.0,2,6,0
TXN-0019210,914,60,255.22,2025-07-20 02:15:00,UPI,Fashion,208,0,0.4298,Bengaluru,3.28,0,2,6,1124.09,0.227,0,0,0.0903,0.3333,2,6,0
TXN-0019211,2849,283,1913.38,2025-07-20 02:30:00,UPI,Gaming,1472,1,0.3988,Mumbai,1.36,1,2,7,1624.68,1.178,0,0,0.3007,0.2857,2,6,0
TXN-0019212,4719,135,137.39,2025-07-20 02:45:00,UPI,Healthcare,2084,0,0.1532,Chennai,7.34,0,0,5,985.0,0.139,0,0,0.1297,0.0,2,6,0
TXN-0019213,2208,271,8445.13,2025-07-20 03:00:00,UPI,Gaming,402,0,0.2054,Hyderabad,55.03,0,1,3,6634.82,1.273,0,0,0.0299,0.3333,3,6,0
TXN-0019214,2534,394,2901.44,2025-07-20 03:15:00,CARD,Electronics,1685,0,0.0901,Hyderabad,17.75,0,1,7,4113.58,0.705,0,2,0.0214,0.1429,3,6,0
TXN-0019215,776,461,794.39,2025-07-20 03:30:00,NETBANKING,Grocery,1867,0,0.0295,Bengaluru,2.18,0,2,5,1009.67,0.787,0,2,0.173,0.4,3,6,0
TXN-0019216,2641,128,2043.14,2025-07-20 03:45:00,CARD,Healthcare,1896,0,0.2252,Chennai,2.49,1,2,7,2062.1,0.991,1,0,0.4078,0.2857,3,6,0
TXN-0019217,2929,332,2311.67,2025-07-20 04:00:00,WALLET,Healthcare,549,0,0.0584,Chennai,7.3,0,1,10,931.09,2.483,0,1,0.0162,0.1,4,6,0
TXN-0019218,4907,213,2917.42,2025-07-20 04:15:00,UPI,Grocery,1651,0,0.029,Bengaluru,1.24,0,0,2,2226.62,1.31,0,0,0.029,0.0,4,6,0
TXN-0019219,1005,252,1929.35,2025-07-20 04:30:00,UPI,Electronics,1401,0,0.0972,Bengaluru,46.69,1,0,4,3784.91,0.51,0,1,0.2044,0.0,4,6,0
TXN-0019220,1833,81,4630.99,2025-07-20 04:45:00,UPI,Gaming,1052,0,0.3208,Pune,3.83,1,1,6,1256.06,3.687,0,0,0.3985,0.1667,4,6,0
TXN-0019221,3237,429,506.58,2025-07-20 05:00:00,NETBANKING,Electronics,1225,0,0.0473,Hyderabad,10.68,0,3,6,2453.48,0.206,1,0,0.2841,0.5,5,6,0
TXN-0019222,4716,85,1581.89,2025-07-20 05:15:00,CARD,Grocery,2411,0,0.4434,Pune,9.66,0,0,8,3069.09,0.515,0,0,0.3126,0.0,5,6,0
TXN-0019223,1190,20,10745.05,2025-07-20 05:30:00,UPI,Fashion,89,0,0.2897,Delhi,14.33,1,0,2,1040.63,10.326,0,1,0.0224,0.0,5,6,0
TXN-0019224,3475,379,1266.23,2025-07-20 05:45:00,UPI,Fashion,1557,0,0.143,Pune,27.89,1,1,4,3549.08,0.357,0,0,0.0374,0.25,5,6,0
TXN-0019225,4397,203,2291.42,2025-07-20 06:00:00,UPI,Fashion,1422,0,0.3897,Mumbai,6.47,0,3,6,896.09,2.557,1,0,0.116,0.5,6,6,0
TXN-0019226,3166,34,665.34,2025-07-20 06:15:00,CARD,Electronics,1315,0,0.185,Hyderabad,4.86,2,0,5,377.27,1.764,0,1,0.5431,0.0,6,6,0
TXN-0019227,2135,341,15559.15,2025-07-20 06:30:00,UPI,Fashion,2216,0,0.2073,Delhi,2.76,0,0,2,1199.93,12.967,0,0,0.1624,0.0,6,6,0
TXN-0019228,1173,143,2394.25,2025-07-20 06:45:00,UPI,Grocery,1393,0,0.2508,Chennai,2.14,0,1,9,2941.94,0.814,0,0,0.3714,0.1111,6,6,0
TXN-0019229,1441,489,511.23,2025-07-20 07:00:00,CARD,Fashion,2063,0,0.3481,Hyderabad,19.02,0,1,5,1471.8,0.347,0,0,0.275,0.2,7,6,0
TXN-0019230,259,491,5355.66,2025-07-20 07:15:00,UPI,Grocery,1910,0,0.1005,Delhi,17.98,0,1,4,2094.17,2.557,0,0,0.5147,0.25,7,6,1
TXN-0019231,761,276,615.43,2025-07-20 07:30:00,CARD,Grocery,2037,0,0.0619,Delhi,19.31,0,1,4,747.72,0.823,0,0,0.4922,0.25,7,6,0
TXN-0019232,2189,238,3566.5,2025-07-20 07:45:00,CARD,Grocery,1524,0,0.0902,Pune,8.66,0,0,6,1398.2,2.551,0,1,0.3186,0.0,7,6,0
TXN-0019233,703,223,5041.79,2025-07-20 08:00:00,UPI,Travel,47,0,0.1528,Chennai,4.74,0,0,1,1467.48,3.436,0,0,0.1716,0.0,8,6,0
TXN-0019234,51,304,13659.91,2025-07-20 08:15:00,UPI,Grocery,188,0,0.0312,Hyderabad,1.69,0,2,11,853.34,16.008,1,0,0.1277,0.1818,8,6,0
TXN-0019235,3464,455,2251.58,2025-07-20 08:30:00,WALLET,Healthcare,1299,0,0.0743,Hyderabad,8.15,0,3,7,2289.49,0.983,0,0,0.1574,0.4286,8,6,0
TXN-0019236,356,321,1890.1,2025-07-20 08:45:00,CARD,Gaming,697,0,0.0735,Bengaluru,10.12,1,2,3,4408.87,0.429,0,1,0.0777,0.6667,8,6,1
TXN-0019237,706,50,237.14,2025-07-20 09:00:00,CARD,Grocery,622,0,0.2301,Hyderabad,4.48,2,1,5,2428.66,0.098,0,0,0.4265,0.2,9,6,0
TXN-0019238,2977,99,1140.1,2025-07-20 09:15:00,UPI,Grocery,1285,0,0.0792,Delhi,24.47,0,0,7,3501.19,0.326,0,0,0.0769,0.0,9,6,0
TXN-0019239,4610,315,881.2,2025-07-20 09:30:00,CARD,Gaming,1182,0,0.0476,Delhi,12.74,0,0,4,1446.62,0.609,0,0,0.2385,0.0,9,6,0
TXN-0019240,3623,185,1502.35,2025-07-20 09:45:00,NETBANKING,Fashion,416,0,0.1197,Pune,2.63,0,1,8,959.76,1.565,0,0,0.119,0.125,9,6,0
TXN-0019241,163,240,1070.04,2025-07-20 10:00:00,NETBANKING,Grocery,1145,0,0.2949,Mumbai,5.12,0,2,4,2204.36,0.485,0,0,0.5872,0.5,10,6,0
TXN-0019242,840,201,3951.1,2025-07-20 10:15:00,NETBANKING,Grocery,2140,1,0.4601,Mumbai,1.78,1,1,7,782.16,5.052,0,0,0.2759,0.1429,10,6,0
TXN-0019243,3702,298,1028.63,2025-07-20 10:30:00,UPI,Gaming,368,0,0.0418,Hyderabad,14.86,0,2,9,1297.2,0.793,0,1,0.0272,0.2222,10,6,0
TXN-0019244,3663,116,2895.97,2025-07-20 10:45:00,WALLET,Fashion,1942,0,0.0603,Pune,6.94,1,2,9,765.87,3.781,0,0,0.5177,0.2222,10,6,0
TXN-0019245,1956,37,1603.61,2025-07-20 11:00:00,UPI,Fashion,1988,0,0.1535,Hyderabad,4.15,0,1,2,3397.78,0.472,0,0,0.192,0.5,11,6,0
TXN-0019246,4749,117,965.65,2025-07-20 11:15:00,UPI,Travel,1892,0,0.3071,Delhi,3.78,0,0,12,759.36,1.272,0,0,0.0983,0.0,11,6,0
TXN-0019247,4443,334,881.79,2025-07-20 11:30:00,UPI,Travel,389,0,0.2179,Delhi,34.31,0,1,3,2385.24,0.37,0,0,0.1377,0.3333,11,6,0
TXN-0019248,3716,304,2272.26,2025-07-20 11:45:00,UPI,Electronics,1171,0,0.0284,Mumbai,0.82,0,1,6,2851.48,0.797,0,0,0.4009,0.1667,11,6,0
TXN-0019249,3742,405,7088.81,2025-07-20 12:00:00,UPI,Grocery,2312,0,0.1729,Mumbai,29.88,0,2,8,443.66,15.978,0,0,0.1034,0.25,12,6,0
TXN-0019250,3924,55,866.71,2025-07-20 12:15:00,UPI,Fashion,728,0,0.4257,Pune,3.79,1,5,9,900.28,0.963,0,0,0.0496,0.5556,12,6,0
TXN-0019251,743,71,1887.64,2025-07-20 12:30:00,NETBANKING,Gaming,1249,0,0.2025,Hyderabad,14.93,1,2,8,1831.97,1.03,0,0,0.0265,0.25,12,6,0
TXN-0019252,3504,65,2920.12,2025-07-20 12:45:00,CARD,Electronics,2095,0,0.1087,Chennai,3.51,0,1,8,1906.5,1.532,1,0,0.3005,0.125,12,6,0
TXN-0019253,4700,282,1764.69,2025-07-20 13:00:00,CARD,Healthcare,1448,0,0.0577,Bengaluru,0.18,0,0,2,736.79,2.395,0,1,0.125,0.0,13,6,0
TXN-0019254,1124,287,309.62,2025-07-20 13:15:00,WALLET,Grocery,885,0,0.1594,Hyderabad,6.34,0,2,9,1523.6,0.203,1,0,0.2636,0.2222,13,6,0
TXN-0019255,74,80,2906.11,2025-07-20 13:30:00,UPI,Electronics,300,1,0.0148,Delhi,3.33,1,3,7,6005.63,0.484,1,0,0.2739,0.4286,13,6,0
TXN-0019256,1805,225,399.07,2025-07-20 13:45:00,UPI,Electronics,1398,0,0.516,Chennai,20.28,1,5,9,5730.05,0.07,0,1,0.1879,0.5556,13,6,0
TXN-0019257,1349,26,404.62,2025-07-20 14:00:00,UPI,Electronics,1234,0,0.2154,Chennai,9.15,0,1,2,2737.27,0.148,0,0,0.1529,0.5,14,6,0
TXN-0019258,4747,306,488.26,2025-07-20 14:15:00,CARD,Healthcare,735,1,0.0146,Bengaluru,8.17,1,1,5,850.79,0.574,0,0,0.2108,0.2,14,6,0
TXN-0019259,2230,285,1531.11,2025-07-20 14:30:00,CARD,Travel,789,0,0.5965,Mumbai,1.7,0,1,7,2558.52,0.598,1,1,0.0512,0.1429,14,6,0
TXN-0019260,3307,14,686.72,2025-07-20 14:45:00,NETBANKING,Fashion,2456,0,0.0491,Hyderabad,14.26,1,0,2,1085.92,0.632,0,0,0.079,0.0,14,6,0
TXN-0019261,4910,45,428.42,2025-07-20 15:00:00,UPI,Grocery,1546,0,0.1761,Bengaluru,6.43,0,0,6,3970.64,0.108,0,0,0.2269,0.0,15,6,0
TXN-0019262,3946,353,2632.07,2025-07-20 15:15:00,UPI,Electronics,1770,0,0.4202,Chennai,10.09,2,1,5,6463.04,0.407,0,0,0.2887,0.2,15,6,0
TXN-0019263,3746,450,1752.13,2025-07-20 15:30:00,UPI,Healthcare,160,0,0.3887,Delhi,0.06,0,5,9,2044.74,0.857,0,0,0.1519,0.5556,15,6,0
TXN-0019264,4844,425,3839.89,2025-07-20 15:45:00,CARD,Electronics,2412,0,0.1069,Mumbai,9.89,2,0,9,1595.16,2.407,0,0,0.1066,0.0,15,6,1
TXN-0019265,3445,284,867.86,2025-07-20 16:00:00,CARD,Healthcare,787,0,0.2675,Delhi,1.45,0,2,5,848.03,1.023,0,0,0.0918,0.4,16,6,0
TXN-0019266,1158,263,1689.13,2025-07-20 16:15:00,CARD,Electronics,2401,0,0.0755,Bengaluru,3.47,0,1,6,3316.67,0.509,0,0,0.0434,0.1667,16,6,0
TXN-0019267,3634,405,4007.28,2025-07-20 16:30:00,CARD,Gaming,2371,0,0.2355,Mumbai,2.96,1,2,7,7112.27,0.563,0,0,0.2556,0.2857,16,6,0
TXN-0019268,1609,421,484.05,2025-07-20 16:45:00,UPI,Electronics,527,1,0.0235,Chennai,1.76,0,0,6,12117.75,0.04,0,1,0.0751,0.0,16,6,0
